ID,score,name,officialName,cityName,districtName,address
364133,9.5,Ensarlar-Vestel Yetkili Online Bayi,ENSARLAR DAYANIKLI TÜKETİM KUYUMCULUK İNŞAAT HAYVANC.TEKST. AKARYAKIT SANAYİ VE TİCARET LTD.ŞTİ.,Bingöl,Merkez,inönü mah. kültür cad. no : 72 /A ensarlar vestel bayi.
410632,9.2,Gençlik-Vestel Yetkili Online Bayi,GENÇLİK KIRTASİYE - DAYANIKLI TÜKETİM MALLARI - ELEKTRONİK - NAKLİYE MOBİLYA VE MALZ.SAN.TİC.A.Ş.,Bursa,İnegöl,Mahalle:OSMANİYE MAH. Cadde/Sokak:İSTİKLAL CAD.. Daire No: Kapı No:8
869813,9.5,88Sepet,GÜLŞAH ÇINARCIK,Aydın,Kuşadası,Mahalle/Semt:EGE MAH. Cadde/Sokak:417 SK. TUNCER SITESI D BLOK No:1 D İç Kapı No:6
328247,9.2,Exxen Shopping,ÜMİT BARAN,İstanbul,Gaziosmanpaşa,Şemsipaşa mah. 42/1. sokak No.5 D.10
673270,8.9,Maya Rossi,FATİH ÇINAROĞLU,Muğla,Fethiye,Mahalle/Semt:MENTEŞEOĞLU MAH. Cadde/Sokak:679 (MNO) SK. No:89 B İç Kapı No:B
105008,9.4,Recete,HEDEF DAĞITIM KOZMETİK TİCARET ANONİM ŞİRKETİ,İstanbul,Maltepe,Zümrütevler Mah. İnanç Sok. No:34/5 Maltepe / İstanbul
454303,9.6,Baldede Online,ZEYNEP BALDEDE,Kırşehir,Merkez,Mahalle:KAYABAŞI MAH. Cadde/Sokak:359. SK.  BALDEDE APT. Daire No:7 Kapı No:7
215645,9.0,COLORs,ÖMERCAN KALYON,Ankara,Mamak,MUTLU MAHALLESİ 717.CADDE 28/A-B
505055,9.9,Masala,SER BAHARAT GIDA DOĞAL ÜRÜNLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Ankara,Çankaya,Mahalle/Semt:ALACAATLI MAH. Cadde/Sokak:PARK CAD. 65/1
445098,9.0,BalaOrganik,PATARA ELEKTRONİK TİCARET VE PAZARLAMA LİMİTED ŞİRKETİ,Trabzon,Ortahisar,KEMERKAYA MAH. BALIKPAZARI SK. NO:26 B ORTAHİSAR TRABZON 
313689,9.0,MaviSima,BARIŞ İKE,İstanbul,Küçükçekmece,"Mehmet akif mahallesi
aşık veysel caddesi , prireis sokak
No:34 Daire:8
İstanbul/Küçükçekmece"
782072,9.4,RESTBAY,HAKAN İKE,İstanbul,Küçükçekmece,Mahalle/Semt:MEHMET AKİF MAH. Cadde/Sokak:PİRİ REİS SK. No:34 İç Kapı No:8
134838,8.5,Rihenteknoloji,ATIL DELİCE,Ankara,Altındağ,Konya Sokak 10/C Ulus
224569,8.0,EfsaneUcuz,AEB TEKNOLOJİ BİLİŞİM SANAYİ TİCARET LİMİTED ŞİRKETİ,İstanbul,Beyoğlu,PİYALEPAŞA MAH. SIRAÇ SOKAK NO: 1 /1A BEYOĞLU/ İSTANBUL
420353,7.9,LeonPro,LEON YAZILIM BİLİŞİM TEKNOLOJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Beyoğlu,Mahalle:PİYALEPAŞA MAH. Cadde/Sokak:DOĞAN SK.  TÜYSÜZOĞLU AP. Daire No: Kapı No:1 /1A
817222,9.8,Lebeni,LEBENİ DERİ TURİZM TEKSTİL GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Fatih,BALABANAĞA MAH. Cadde/Sokak:KURULTAY SK. No:2 D:2/B
837587,8.8,MADALYON SPOR,TEVFİK ÇAKMAKKAYA,Aydın,Nazilli,YEŞİL MAHALLE 1870 SOK A BLOK NO:12 KAT:3 DAİRE :15 ALİ KURT APARTMANI
578344,8.5,The Wolf Official,HAKAN KAVAK,Adana,Çukurova,Mahalle/Semt:YÜZÜNCÜYIL MAH. Cadde/Sokak:85068 SK.  ADANA KONAKLAR SİTESİ No:4 /34 İç Kapı No:034
200934,9.0,Sherman,SHERMAN TEKNOLOJİ TİCARET LİMİTED ŞİRKETİ,İstanbul,Esenyurt,Namık Kemal Mahallesi 120. Sokak Dış Kapı No: 49-51 da:5
234563,8.9,Doris Spa,DORİS SPA İNŞAAT TURİZM GIDA MOBİLYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Kocaeli,İzmit,Cumhuriyet Mahallesi Sahil Yolu Sokak No:21/1 Doris Spa İzmit/KOCAELİ
416518,8.8,Korayspor,KORAY SPOR SPOR MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Bursa,Osmangazi,Soğukkuyu Mh. Mutlu Sk. No:25 Osmangazi/BURSA
145994,8.4,GALİP BABA,HÜSEYİN AKYILDIZ,İstanbul,Beykoz,güleryüz sok no:86 a atakent mah ümraniye istanbul
106785,8.2,Mercury Sport,MERCURY TEKSTİL VE İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Esenyurt,Namık Kemal Mah. Orkide Cad. NO:16 Esenyurt / İSTANBUL
107105,7.8,Spor Alışverişim,AS SPOR MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Esenyurt,NAMIK KEMAL MH.ORKİDE CD. 16
109553,8.4,SPORJİNAL,CANERKEK SPOR GİYİM TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Konya,Selçuklu,"Yazır Mah. Doç.Doktor Halil Ürün Cad.no:22/98 M1 AVM  SPORJİNAL depo lojistik SELÇUKLU KONYA
"
361224,8.9,ARSTEKSTİL,DİLEK ARSLAN,İstanbul,Bayrampaşa,ADNAN KAHVECİ SOKAK NO 43/5
128072,7.9,Longstreet12,LONG STREET 12 SPOR TEKSTİL İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Trabzon,Ortahisar,Kemerkaya Mah. Uzun Sk. No:16/c
129716,9.7,CİKCİK HAYVANCILIK EKİPMANLARI,MURAT SAMET AKDEMİR,Ankara,Pursaklar,CUMHURİYET MAHALLESİ ŞEHİT AHMET EDEM CAD NO 3/D ANKARA PURSAKLAR
123955,9.8,Pine Limited,PİNE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Üsküdar,ŞEYH CAMİİ SK. KUMRU APT No:17 İç Kapı No:2
728659,9.5,EGENİN İNCİSİ MASKOT PET,MASKOTPET EVCİL HAYVAN ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,Muğla,Ula,Mahalle/Semt:KÖPRÜBAŞI MAH. Cadde/Sokak:KAVACIK CAD. No:28
407843,9.3,MASKOT PET MARKETLER,MASKOTPET EVCİL HAYVAN ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,Muğla,Ula,KAVACIK CAD AKYAKA ULA-MUĞLA
875409,9.4,Pet city,ERGÜN YÜRÜK,Ankara,Çankaya,Mahalle/Semt:ÇAYYOLU MAH. Cadde/Sokak:2661/1 SK. No:3 E İç Kapı No:5
377082,9.3,SudePetMarket,MEHMET ÖÇGÜDER,İzmir,Buca,CEMİL ŞEBOY CADDESİ NO:160/A ŞİRİNYER
421324,9.2,Petikom,FOCUS PETFOOD GIDA VE YEM SATIŞ DAĞITIM PAZARLAMA LİMİTED ŞİRKETİ,İstanbul,Esenyurt,Mahalle:NAMIK KEMAL MAH. Cadde/Sokak:EKİN CAD. Daire No: Kapı No:27 D
797075,9.5,ürünhane,ESH E-TİCARET ANONİM ŞİRKETİ,Kayseri,Kocasinan,Mahalle/Semt:YAVUZ SELİM MAH. Cadde/Sokak:415. SK. No:43 A
930770,9.3,MamaAVM,HAYDAR AKTAŞ,İstanbul,Maltepe,"Altayçeşme, Bağdat Cad. Dostlar Apt No:311-313/A, 34843 Maltepe/İstanbul"
170287,9.4,marketimol,MUSTAFA OLGUN,Samsun,İlkadım,BARUTHANE MAH. Cadde/Sokak:787. SK. No:2 /1 İç Kapı No:13
898426,9.3,expressmama,MUSTAFA OLGUN,Samsun,İlkadım,Mahalle/Semt:BARUTHANE MAH. Cadde/Sokak:787. SK. No:2 /1 İç Kapı No:13
123118,9.5,İkizler Yem Market,İKİZLERYEM EVCİL HAYVAN ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Ankara,Keçiören,Karşıyaka mah okul cad 8/B-C
841464,9.8,Y ULUCAN E-TİCARET,HÜLYA SHARİPOVA,Antalya,Muratpaşa,ZERDALİLİK MAH 1289 SOKAK GÜMÜŞDAĞ APARTMANI NO 6A PEGASUS VETERİNER KLINİĞİ
172944,9.3,Petdoys,ÇAĞRI EROĞLU,Konya,Meram,Alavardı Mah.  Hacıköy Sok. Beğen Bahar Siteleri 15 J Nolu Dükkan Meram / Konya
130831,9.7,boomerang petshop,SERKAN KAYA,İzmir,Konak,mithatpaşa caddesi no 748 a küçükyalı konak İZMİR
208302,9.1,Pet ALFA,MERYEM AYLA TANRIKULU,İzmir,Balçova,"Onur mahallesi, Mithatpaşa caddesi no:71/A"
130671,8.9,BİDOLUPET,ERAY İHSAN EKİNCİ,Gaziantep,Şehitkamil,SARIGÜLLÜK MAH. ÖMER ASIM AKSOY CAD.NO32/2
906472,9.9,FelisPet,FELİSPET AKSESUAR EVCİL HAYVAN ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Ankara,Çankaya,AKPINAR MAH. 849 CAD. No:1 A
152813,8.4,PETHANEM,ALİ KOCATAŞ,Kayseri,Melikgazi,Köşk mah. Özyurt sokak no9/a buse apt. Altı Melikgazi/kayseri
684249,9.4,MAYA PET,MAYA PET SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Uşak,Merkez,Mahalle/Semt:CUMHURİYET MAH. Cadde/Sokak:UĞUR MUMCU CAD. No:34 B
819855,9.4,Bikoşu Mama,MAVCIOĞLU LOJİSTİK TİCARET ANONİM ŞİRKETİ,Konya,Meram,Yeni Meram Cad No:54/B03
358249,8.7,LIKE PET EVCİL HAYVAN ÜRÜNLERİ,İBRAHİM CENGİZ,İzmir,Menderes,Mithatpaşa mahallesi kavaklı sokak no 18 E izmir menderes
607520,8.8,Pet Online,XPET EVCİL HAYVAN ÜRÜNLERİ PAZARLAMA SANAYİ TİCARET ANONİM ŞİRKETİ,İstanbul,Beykoz,Kavacik mahallesi Mehmet Ali birand cad.no.43/b
275244,8.0,Barny Pet Market,BİLAL ERTEKİN,İzmir,Balçova,"Fevzi Çakmak, Sakarya Cd. NO:112A D:112B, 35320 Balçova/İzmir, Türkiye"
240998,9.8,purLina petshop,DAMLA ASLAN,Bursa,Osmangazi,Yahşibey Mah Kaplıca Cad No42A Osmangazi Bursa 
145421,8.9,SEMVET,YELİZ EDEŞ,İstanbul,Zeytinburnu,yeşiltepe mah. 58 bulvar cad. kumkumoğlu iş hanı no: 80/9
253697,8.5,MOMENTUM,MEHMET METİN,İstanbul,Esenler,"
Mahalle:ORUÇREİS MAH. Cadde/Sokak:TEKSTİLKENT CAD. TEKSTİL KENT A10 Daire No:210 Kapı No:10 O Esenler 34000 İstanbul Türkiye"
104873,8.4,Atakan Petshop,ALİ ERTEK,İstanbul,Avcılar,Cihangir Mah.Avcıbaşı sokak B Blok NO:5
956856,,vızvızpet,VIZ VIZ PET EVCİL HAYVAN ÜRÜNLERİ İNŞAAT OTOMOTİV EĞİTİM DANIŞMANLIĞI TUR.GIDA SAN.VE TİC.LTD.ŞTİ.,Afyonkarahisar,Merkez,Mahalle/Semt:GÜVENEVLER MAH. Cadde/Sokak:FİRUZE SK. No:1 /3B Türk İş Konutları 1 Etap F Blok Vız Vız Pet
118592,8.7,DEMİR USTA OTO SES VE GÖRÜNTÜ SİSTEMLERİ,ÖZDEMİR EKİNCİ,İstanbul,Sarıyer,PTT evleri mahallesi manolya çiçeği sokak no:5/a sarıyer istanbul
105015,9.3,BIRBEYAZ,BİRBEYAZ DAYANIKLI TÜKETİM MALLARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Fatih,"CERRAHPASA MAH.HEKIMOGLU ALI PASA CAD.BIRDANE AP.N.135 K.2 FATIH"
107998,8.8,Tıklakapında,ADA HOME DAYANIKLI TÜKETİM MALLARI TİCARET LİMİTED ŞİRKETİ,Antalya,Kepez,Kuzeyyaka mah 2554 sok No:6 Kepez ANTALYA
452542,8.0,LACASE,LACASE TEKSTİL ELEKTRONİK TİCARET VE SANAYİ LİMİTED ŞİRKETİ,İzmir,Aliağa,kültür mahallesi hükümet caddesi no45/a
304679,9.6,ERKANLAR TİCARET,ERKANLAR DAYANIKLI TÜKETİM MALLARI İNŞAAT TARIM GIDA NAKLİYAT VE SANAYİ TİCARET LİMİTED ŞİRKETİ,Mardin,Kızıltepe,Yeni mahalle şahkulubey caddesi Karaboğa apt altı no:23/A KIZILTEPE/MARDİN
760834,9.1,YDR Teknoloji,ÖMER YİLDIRIM,İstanbul,Sultangazi,Gazi mh 1416 sk k:5 no:36 iç kapı no:4
116849,8.6,AnkaHome,RAMAZAN KARAGÜNEY,İstanbul,Çekmeköy,"Ulubatlı Hasan Caddesi, Meşrutiyet Sokak No 28/A"
533803,9.7,aldimgeldim,ALDIM GELDİM ELEKTRONİK TİCARET BİLİŞİM HİZMETLERİ LİMİTED ŞİRKETİ,Manisa,Akhisar,"Mahalle/Semt: Cumhuriyet Mah.
Cadde/Sokak: 259/1 SK. Ring Yolu Üzeri No:32/A"
530549,8.4,ÜÇBOYUT,BERAT HACIÖMEROĞLU,Rize,Merkez,YENİKÖY MAH. CUMHURİYET CAD. RIZE IŞ MERKEZI kat 1 No:184 İç Kapı No:306
122171,9.4,Mig Yapı,GÜRSOY ISI İZOLASYON İNŞAAT TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Kütahya,Tavşanlı,Çırçır Çeşme Mah. Hakim Mefaret Hanım Cad. No. 80 Tavşanlı / Kütahya
783396,9.7,Dikmen Yapı,MEMET DİKMEN,İzmir,Bornova,Mahalle/Semt:KAZIMDİRİK MAH. Cadde/Sokak:FATİH SULTAN MEHMET CAD. TEKİN-4 No:25 C
425066,9.6,Bulvar Spor Giyim,MESUT BÜYÜKDOĞU,İstanbul,Zeytinburnu,Mahalle:NURİPAŞA MAH. Cadde/Sokak:11/2. SK.  YILDIZ Daire No:3 Kapı No:12
146659,8.4,Trendsshop,AYGÜL ÜNER,İstanbul,Fatih,akşemsettin mahallesi feyzullah efendi sokak no4 /1 -1
107516,9.1,Fullamoda,MUSA DENGİZ TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Ankara,Etimesgut,Bahçekapı Mah. 2458 Sk. No: 1 
156999,7.8,Bitiriyor,NECMİ KILIÇAL,Şanlıurfa,Eyyübiye,Yusuf paşa mahallesi 882.Sokak Dünya Pasajı Arkası No:28 Şanlıurfa/Eyyübiye
330890,9.3,zümra giyim tekstil,AZİZ KALELİOĞLU,Samsun,İlkadım,pazar mh müftü cd no 9/3
313556,9.1,LUXURY MARKT,GÜRKAN CENGİZ,Balıkesir,Edremit,ikizçay mahallesi ruhı su caddesi sante city blokları  d/blok 34/4  d 30
4597,8.4,Civil,CİVİL MAĞAZACILIK ANONİM ŞİRKETİ,Kocaeli,Çayırova,Cumhuriyet Mahallesi Cihan Sokak No:20 Çayırova - Kocaeli
150548,9.5,ipekbazaar,İPEKBAZAAR DERİ MAMULLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,Ankara,Altındağ,Denizciler Caddesi Kargı Sokak No:14/C Ulus
878442,9.1,Tuğba Shop,TUĞBA ALAKIR,Aydın,Nazilli,ÇAPAHASAN MAH. 883 SK  ALAKIR APT NO:16 İÇ KAPI NO:3
818947,9.2,FERHAT STORE,FERHAT DURAK,Adana,Seyhan,Mahalle/Semt:KARASOKU MAH. Cadde/Sokak:KARASOKU SK. No:22 İç Kapı No:Z1
813008,9.5,nublik,LİNK TASARIM VE DIŞ TİCARET TEKSTİL SANAYİ ANONİM ŞİRKETİ,İstanbul,Bağcılar,Mahalle/Semt:BAĞLAR MAH. Cadde/Sokak:15. SK. No:28 İç Kapı No:11
914815,9.1,YNS.STORE,YUNUS EMRE GEYİK,Adana,Seyhan,Mahalle/Semt:ALİDEDE MAH. Cadde/Sokak:29020 SK. No:1 ıç kapı no.3 seyhan/adna
474850,8.2,En.Trend,KENAN ÇAM,İstanbul,Güngören,Mahalle:MERKEZ MAH. Cadde/Sokak:ŞÜKRAN SK.  B. ŞENEL APT Daire No:9 Kapı No:22
855449,9.8,SARGIN PAZARLAMA,EMRE SARGIN,Bartın,Merkez,Mahalle/Semt:KARAKÖY MAH. Cadde/Sokak:KADIOĞLU SK. No:16 İç Kapı No:2
169007,9.7,LİVE STORE,MUHAMMED DEMİREL,Sinop,Boyabat,"Gökdere Mahallesi, Çağlar Caddesi, Aşçı Sokak , No:4"
713918,7.3,Umayy Home,RABİA ELİTAŞ,Tekirdağ,Süleymanpaşa,Mahalle/Semt:YAVUZ MAH. Cadde/Sokak:KADAYIFÇI SK. No:30 İç Kapı No:3
267,8.5,Network,AY MARKA MAĞAZACILIK ANONİM ŞİRKETİ,Kocaeli,Gebze,BEYMEN GRUP (AYMARKA) YONCA TESİSİ – İNÖNÜ MAH.GEBZE GÜZELLER OSB(G.G.O.S.B) FARABİ CAD.NO:1
321387,9.1,tinool Secret,NURSEMİN MUTLU,İstanbul,Çekmeköy,Cumhuriyet Mah. Gurur Sok No:2-4 Daire:19
279454,9.3,ÖZAYKOÇ - Beko Yetkili Satıcı,ÖZAYKOÇ DAYANIKLI TÜKETİM MALLARI SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Bağcılar,SANCAKTEPE MAH ÇARŞI CAD NO 69-71 A BAĞCILAR İSTANBUL
894459,9.3,SERDE BEKO,SERDE ALTIN DAYANIKLI TÜKETİM MALLARI SARRAFİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Denizli,Merkezefendi,Mahalle/Semt:SARAYLAR MAH. Cadde/Sokak:2. TİCARİ YOL CAD. No:30
791389,9.8,GANIO,GANİOĞLU EV GEREÇLERİ TEKSTİL ORMAN ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Kayseri,Kocasinan,Mahalle/Semt:ARGINCIK MAH. Cadde/Sokak:YAVUZ SULTAN SELİM CAD. No:121 B
651562,9.4,Deniz Home Ticaret,MELİSA NUR KAYA,İstanbul,Bahçelievler,Talatpaşa caddesi Hareket Ordusu sokak No:20 Daire 8
830202,9.7,K-G STORE,KAAN GÜNDOĞAN,Adana,Çukurova,BELEDİYE EVLERİ MAHALLESİ 84310 SOKAK NO 16 ÇUKUROVA-ADANA
864010,8.4,SPORJUST,EFS SPOR MALZEMELERİ LİMİTED ŞİRKETİ,İstanbul,Ümraniye,"Elmalıkent mahallesi Şehit Mahmut Koç Sokak No 1A Ümraniye İstanbul 
"
439639,9.0,GÜR MODA1,MURAT GÜR,Adana,Çukurova,"YÜZÜNCÜ YIL mahallesi 85054 sokak  AYÇA  rezidans blok c blok no 24 daire 36
GÜR MODA"
231972,9.8,ARASMODA,PELİN DERYAHAN,Ankara,Mamak,kutlu mah dereboyu cad no 99/A mamak ankara Mamak Ankara
925258,9.0,NEWDAY,HATİCE YENİGÜN,İstanbul,Esenler,mimarsinan mahallesi 81. sokak no:16B
213331,8.6,YNGmenCLASS,ÖZAL YENİGÜN,İstanbul,Esenler,mimarsinan mah. 72.sokak no:4/c esenler istanbul
666771,9.2,NO4,VEDAT YENİGÜN,İstanbul,Esenler,MİMARSİNAN MAH. 72. SOKAK NO:4/C 
182883,9.2,Başak GİYİM,YAKUP ALEV,Rize,Merkez,Çarşı mahallesi Atatürk caddesi No:356A Rize/Merkez
520008,8.3,SAYINGİYİM,MELİH BURAK SAYIN,Sakarya,Hendek,Mahalle/Semt:MAHMUTBEY MAH. Cadde/Sokak:CUMHURİYET MEYDANI No:64 A
106271,8.9,Grundig Türkiye,ARÇELİK PAZARLAMA ANONİM ŞİRKETİ,İstanbul,Beylikdüzü,Cumhuriyet Mh. E-5 Yanyol No: 1 Beylikdüzü 34520 Beylikdüzü / İstanbul
911810,9.8,Kapında Teknoloji,CAFER KILINÇ,Eskişehir,Odunpazarı,Yenidoğan mahallesi Buluş sokak no: 57/1
911038,8.8,RMZ TEKNO,RAMAZAN KAYA,Adana,Sarıçam,Mahalle/Semt:YEŞİLTEPE MAH. Cadde/Sokak:2836 SK. No:14 A
108357,9.0,FRANK MARTIN,İBRAHİM ATASOY,Kocaeli,Çayırova,Özgürlük Mah. Adnan Kahveci Cad. No:78/A
136437,9.2,hepsimarkali,YILDIRIM ELEKTRİK ENDÜSTRİ-YAPI MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Çatalca,KALEİÇİ MAHALLESİ SANAYİ ÇARŞISI NO:12/1
209802,9.1,nalburcuk,GÜLERYÜZ NALBURİYE MÜHENDİSLİK İNŞAAT VE TİCARET ANONİM ŞİRKETİ,Kocaeli,İzmit,Kozalı Sokak Çarşıyapı A.V.M. C-Blok No:11-12-13
147735,8.0,SENKRON TİCARET,UMUT CEYLAN,İstanbul,Kadıköy,FENERYOLU MAH.GÖKTEPE SOK.FULYA APT.NO:12/A NO:44
576569,9.0,PSFTEKS,P.S.F. TEKSTİL İNŞAAT EMLAK NAKLİYE GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İzmir,Torbalı,Mahalle/Semt:ERTUĞRUL MAH. Cadde/Sokak:KAZIM DİRİK CAD. No:58 İç Kapı No:B
114258,8.8,EXCALIBUR,CASPER BİLGİSAYAR SİSTEMLERİ ANONİM ŞİRKETİ,İstanbul,Ümraniye,Fatih Sultan Mehmet Mah. Balkan Cad. No: 47 Tepeüstü Ümraniye İstanbul
782378,8.1,ERNPAZARLAMA,MEHMET ARİF EREN,İstanbul,Beylikdüzü,Mahalle/Semt:KAVAKLI MAH. Cadde/Sokak:BİLİM SK. - No:12 C
485712,8.8,E-DükkanSenin,SALİ HACIOĞLU,İzmir,Karşıyaka,yalı mah. 6328. sk. no:6 daire:3 alphan apartmanı
108107,8.9,Marka Beyaz,SARP DAYANIKLI TÜKETİM MADDELERİ VE TİCARET LİMİTED ŞİRKETİ,İzmir,Gaziemir,Sevgi Mah. Menderes Cad. 902 Sk. No:8/1A Gaziemir İzmir
220471,8.2,Akcayavm,AKÇAY HALICILIK TİCARET LİMİTED ŞİRKETİ,Samsun,Tekkeköy,"Kirazlık Mahallesi 1504. Sokak  195. ADA   Kapı  No:  11/113A     (Avrupa Yakası Deposu Altı 1. DEPO)      Tekkeköy / SAMSUN
"
512653,9.1,Safestore,ABDULLAH ATIŞ,İstanbul,Eyüpsultan,Karadolap mahallesi gülaçan sokak no:13/12
684556,9.3,Kitchen Dream,ABDULLAH ATIŞ,İstanbul,Eyüpsultan,Karadolap mahallesi gülistan sokak no:41/7
243784,9.5,Ala Çanta,ALA ÇANTA TEKSTİL ÜRÜNLERİ İTHALAT İHRACAT PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Büyükçekmece,Pınartepe mah Umut 2 sokak no 6/3 b.çekmece  İstanbul
107819,9.3,L'Oreal,SALDOS TİCARET ANONİM ŞİRKETİ,Aydın,Söke,"Cumhuriyet mahallesi can sokak no:2/5 söke aydın 09200
"
463058,9.0,Şubu Tasarım,İREM BÜYÜKGÜRSAN,İzmir,Konak,AKDENİZ MAH. HALİT ZİYA BULV. CENDELİ İŞ MERKEZİ NO:21 K:6 KONAK-İZMİR
308595,8.3,MUEL BUTİK,MUHAMMED KAMİL ARI,Niğde,Merkez,Aşağı Kayabaşı mahallesi Seymen sokak Batu apartmanı Niğde merkez
862134,9.2,Yuduze,DUYGU ASLAN,Mersin,Tarsus,Şehit isak mahallesi 3309 sokak no:18/1 daire:12 fikri Yenigün apartmanı Tarsus/ Mersin
884289,9.4,TRENDRESS,NURHAYAT ARSLAN,İzmir,Gaziemir,Hürriyet Mahallesi 1116 sokak 8/2 Gaziemir\İzmir
834902,9.2,Tredyshop,AHMET ATMACA,Niğde,Merkez,Şahin Ali Mah. Şehit Emin Özmen Sk. Hacı İhsan Akdoğan İş Merkezi C Blok Altı No:127 Merkez/Niğde
894262,9.7,Time Style,TİME DİGİTAL TEKNOLOJİ VE LOJİSTİK SANAYİ TİCARET LİMİTED ŞİRKETİ,Niğde,Merkez,"Şahin Ali Mah. Şehit Emin Özmen Sk. Hacı İhsan Akdoğan İş Merkezi C Blok Altı No: 127 Merkez, Niğde"
921428,8.9,LuxeMark,UĞUR ULUDOĞAN,Bursa,Osmangazi,Güneştepe mahallesi çamlık caddesi elitevler apartmanı no 244 daire7 
527793,8.6,FENOMEN BUTİQ,BEYAZ DÜŞ ELEGANCE TEKSTİL TURİZM TİCARET LİMİTED ŞİRKETİ,Nevşehir,Merkez,Mahalle/Semt:YENİ MAH. Cadde/Sokak:LALE CAD. No:47 İç Kapı No:Z02
834275,8.6,MAGYO Tekstil,MUSTAFA ARI,Niğde,Merkez,"Şahin Ali Mah. Şehit Emin Özmen Sk. Hacı İhsan Akdoğan İş Merkezi C Blok Altı No: 127 Merkez, Niğde"
924071,9.5,AK-DS,ALPEREN UBAY,Kocaeli,İzmit,Mahalle/Semt:KADIKÖY MAH. Cadde/Sokak:ATATÜRK BLV. No:85 İç Kapı No:6
624943,9.4,Modadanevar,CİTY EV EMLAK GIDA TEKSTİL TİCARET VE SANAYİ LİMİTED ŞİRKETİ,Niğde,Merkez,"Şahin Ali Mah. Şehit Emin Özmen Sk. Hacı İhsan Akdoğan İş Merkezi C Blok Altı No: 127 Merkez, Niğde
 Aras Kargo ile “213 135 455 0951” anlaşmalı"
894554,8.5,E-MİNE,RAZİYE KURNAZ,Niğde,Merkez,"Şehit Emin Özmen Sk. Hacı İhsan Akdoğan İş Merkezi C Blok Altı No:127 Merkez,Niğde"
870008,8.6,H&D GİYİM,FATİH ÜNAL,Eskişehir,Tepebaşı,Mahalle/Semt:ÇAMLICA MAH. Cadde/Sokak:DAYI BEY SK. No:43 B
452861,9.6,By Özllem's,HASAN ULAŞ,İstanbul,Kağıthane,Birol sokak Ünal apartmanı No:12 Daire:11 Kat 3 
270562,8.9,BENSU STORE,MURAT KUL,Nevşehir,Merkez,YENİ MAHALLE LALE CADDESİ YAVUZ KOLU KISA İŞHANI 3. KAT NO 87
809855,9.6,Swanky Moda,HALİL KESİKBAŞ,Konya,Karatay,Mahalle/Semt:DOĞUŞ MAH. Cadde/Sokak:GÜNDÜZKÖY SK. No:10 A İç Kapı No:2
932716,9.0,ÖZİŞ GİYİM,ÖZLEM AKÇAY,İstanbul,Gaziosmanpaşa,Barbaros Hayrettin Paşa mahallesi 1059 sokak no2 daire 1 Gop/ist
849392,9.2,BSD7 TRENDSTORE,BSD7 TAAHHÜT İNŞAAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Adana,Çukurova,Mahalle/Semt:BEYAZEVLER MAH. Cadde/Sokak:ÖZDEMİR SABANCI BLV. No:9 /1A  B BLOK ÇUKUROVA /ADANA
859818,8.8,Sare Baby Giyim,SALİM DÜREN,Bursa,Osmangazi,Başaran Mah. Gümüş Sokak No:18 kat:^3
907665,9.0,ADAGE4119,GÜLŞAH DİNÇBİLEK,Kocaeli,İzmit,KADIKÖY MAHALLESİ ZÜMRÜT SOKAK AKGÜN APARTMANI NO:71 KAT:1 DAİRE:5 İZMİT/KOCAELİ PK:41050
938386,8.7,SMOND STORE,ONUR ŞAHİN,İzmir,Buca,Kale Mah. Şehit Emin Özmen Sk. Hacı İhsan Akdoğan İş Merkezi C Blok Altı No: 127 merkez Niğde 
